respondent_id,COUNTY,CITY,D3,D4_primary,D4,D2,Q65,D1,NEWS,SOCIAL,REGION_1,REGION_2,REGION_3,ReOUTLOOK,LIFESAS,LIFEWW,BELONGCOM,BELONGNEED,TRUST,Q7,Q8,Q56_breakfast,Q57_breakfast,Q56_lunch,Q57_lunch,Q56_dinner,Q57_dinner,Q10,Q11_day,Q11_night,HOUSING1,HOUSING2_1,HOUSING2_2,HOUSING2_3,HOUSING2_4
3928,Cleveland,,1,White,1,5,1,28150,1,,8.0,5.0,,2,9,9,3,9,6,1,3,3,1,5,1,7,1,2,3,5,9,7.0,,,
1782,Cabarrus,,3,White,1,3,1,28075,6,3.0,5.0,1.0,,4,5,5,4,5,6,1,3,5,3,6,1,6,3,4,4,2,9,5.0,,,
3383,Lincoln,,1,White,1,2,3,28092,1,,6.0,4.0,,3,3,3,1,2,4,1,1,4,2,6,4,7,3,2,3,3,8,2.0,3.0,4.0,
1445,Gaston,,4,White,1,8,1,28056,1,,3.0,7.0,,2,8,8,3,8,6,3,5,5,0,6,3,6,1,2,2,4,9,3.0,,,
3418,Lincoln,,2,White,1,1,1,28092,6,5.0,2.0,4.0,7.0,4,4,5,2,3,5,3,2,3,0,3,2,6,0,2,4,5,6,9.0,7.0,,
1832,Cabarrus,,1,White,1,1,1,28025,2,,2.0,6.0,5.0,3,7,6,3,9,3,2,1,3,0,5,1,7,3,5,5,2,6,3.0,10.0,5.0,2.0
1440,Gaston,,3,White,1,5,1,28054,1,,9.0,2.0,7.0,3,7,6,3,7,9,3,1,5,4,4,1,6,1,2,4,4,7,7.0,9.0,2.0,
1819,Cabarrus,,2,White,1,3,1,28075,7,,7.0,,,2,7,8,2,8,6,2,1,5,3,7,1,7,6,3,4,4,8,5.0,9.0,,
2826,York,,5,White,1,-99,4,29730,1,,1.0,2.0,7.0,3,7,8,3,5,6,3,3,4,1,7,3,7,3,1,5,1,7,9.0,1.0,,
683,Mecklenburg,1.0,3,Black,3,4,1,28273,2,,5.0,,,2,6,7,3,6,5,3,3,4,1,6,2,6,2,3,5,2,6,4.0,8.0,1.0,
1746,Gaston,,2,White,1,7,1,28092,1,,7.0,,,3,8,9,4,7,10,3,3,6,4,6,4,6,4,5,5,4,10,6.0,1.0,4.0,8.0
2940,Rowan,,4,White,1,2,3,28146,6,2.0,4.0,9.0,3.0,1,3,3,4,3,2,3,1,5,1,5,0,7,5,2,4,4,10,2.0,7.0,8.0,
3990,Cleveland,,2,White,1,5,1,28164,1,,2.0,4.0,,3,3,3,4,4,1,3,4,5,2,5,2,6,4,3,4,1,6,9.0,1.0,4.0,7.0
4901,Anson,,5,Black,3,6,4,28170,1,,8.0,,,2,9,10,4,10,7,3,4,4,1,7,4,6,2,2,5,4,6,1.0,9.0,5.0,7.0
1256,Union,,2,White,1,4,1,28173,1,,4.0,6.0,1.0,3,6,7,3,8,6,3,1,6,3,5,2,7,2,4,4,1,7,5.0,3.0,,
1211,Union,,3,White,1,-98,4,28112,5,,5.0,4.0,,2,7,7,4,6,6,1,4,5,1,7,5,7,4,1,4,5,7,7.0,9.0,,
3697,Catawba,,1,White,1,2,2,28601,1,,1.0,5.0,7.0,2,7,6,3,7,5,2,4,5,2,6,4,7,2,2,3,2,7,6.0,9.0,,
3439,Lincoln,,3,White,1,1,3,28093,1,,3.0,2.0,5.0,4,3,3,4,3,2,1,1,3,2,7,2,7,2,3,5,3,7,9.0,4.0,7.0,3.0
328,Mecklenburg,1.0,4,Black,3,5,1,28211,3,,7.0,1.0,,3,4,4,2,3,6,2,3,5,4,7,2,7,1,4,4,3,6,9.0,6.0,1.0,
3137,Rowan,,4,White,1,3,1,28138,2,,4.0,1.0,9.0,2,5,6,2,3,3,2,2,5,2,7,4,6,4,3,5,2,6,10.0,7.0,1.0,
1316,Union,,2,White,1,5,2,28104,6,4.0,3.0,5.0,6.0,1,8,9,2,10,7,4,2,3,1,7,3,7,5,4,5,5,5,6.0,9.0,2.0,
1204,Union,,2,White,1,1,1,28104,6,2.0,3.0,8.0,7.0,2,3,4,2,3,4,1,3,5,2,7,3,7,4,3,5,5,9,9.0,4.0,7.0,
2235,Iredell,,4,White,1,5,1,28677,1,,1.0,2.0,4.0,3,2,1,3,2,3,2,1,4,0,5,1,6,2,3,5,3,6,9.0,5.0,,
740,Mecklenburg,1.0,5,Black,3,1,4,28227,3,,5.0,3.0,1.0,2,5,6,2,4,9,3,4,5,3,6,1,7,4,2,5,2,8,9.0,2.0,1.0,
3356,Lincoln,,1,White,1,5,1,28080,1,,3.0,4.0,6.0,3,7,7,1,7,8,3,3,3,1,7,3,7,1,1,5,4,9,1.0,,,
3895,Cleveland,,3,Hispanic,2,-99,1,28150,2,,8.0,5.0,4.0,1,8,8,3,10,7,1,3,4,1,6,5,6,3,5,5,3,5,2.0,9.0,4.0,
3986,Cleveland,,2,Black,3,1,1,28150,6,2.0,5.0,8.0,2.0,1,5,5,3,4,5,1,3,3,0,7,5,7,5,4,4,5,5,7.0,6.0,1.0,
1739,Gaston,,5,White,1,7,4,28054,2,,1.0,4.0,3.0,3,7,7,1,7,5,3,5,4,2,6,4,7,2,4,5,4,4,1.0,2.0,,
339,Mecklenburg,1.0,1,White,1,2,1,28277,1,,5.0,2.0,6.0,3,2,2,3,2,8,3,3,4,2,4,4,7,3,1,4,2,8,7.0,5.0,,
4495,Chester,,2,White,1,2,1,29728,1,,6.0,1.0,5.0,3,4,4,1,3,4,3,2,5,1,6,1,7,3,2,5,4,4,5.0,1.0,2.0,
2127,Cabarrus,,4,White,1,8,1,28081,6,2.0,4.0,,,2,3,3,3,4,3,2,3,4,1,4,1,6,2,3,5,5,5,6.0,4.0,2.0,
3751,Catawba,,1,White,1,4,4,28610,6,2.0,9.0,6.0,3.0,3,8,9,4,8,8,3,3,4,3,7,1,7,2,1,4,3,6,5.0,4.0,,
3436,Lincoln,,3,White,1,5,1,28080,1,,9.0,1.0,2.0,2,4,5,3,6,4,2,4,5,3,6,2,7,3,2,5,4,6,6.0,3.0,2.0,
2835,York,,3,White,1,6,3,29745,1,,2.0,,,2,3,4,3,3,5,2,4,4,0,6,1,6,3,1,5,4,6,3.0,7.0,,
4612,Lancaster,,2,White,1,3,1,29717,7,,3.0,9.0,,1,4,5,1,4,5,2,2,5,2,5,2,7,2,1,4,3,10,2.0,4.0,1.0,6.0
4525,Lancaster,,2,Asian,4,5,1,29717,3,,6.0,8.0,5.0,4,6,7,2,6,4,3,3,6,2,7,3,6,3,2,5,4,6,7.0,1.0,,
3605,Catawba,,3,White,1,6,1,28609,2,,2.0,,,3,7,8,3,7,8,2,4,4,1,7,4,7,1,3,4,4,1,6.0,5.0,4.0,
3252,Lincoln,,2,Hispanic,2,7,1,28092,6,5.0,5.0,1.0,4.0,2,9,10,4,7,9,1,4,6,2,6,1,7,3,3,5,4,7,5.0,7.0,1.0,6.0
3716,Catawba,,3,Hispanic,2,5,1,28602,1,,9.0,3.0,8.0,1,6,6,2,5,6,3,1,4,3,6,2,6,4,2,4,2,6,3.0,1.0,9.0,5.0
1639,Gaston,,4,White,1,7,1,28053,3,,4.0,3.0,8.0,2,5,5,5,4,5,4,5,3,2,7,0,6,5,4,5,4,8,1.0,,,
1790,Cabarrus,,4,White,1,6,1,28025,6,7.0,2.0,4.0,3.0,3,8,8,3,9,4,3,3,6,3,4,1,7,3,2,4,4,8,4.0,5.0,3.0,1.0
1508,Gaston,,2,White,1,4,3,28053,1,,2.0,5.0,,1,5,5,4,3,5,2,2,4,2,6,1,7,3,4,4,3,7,6.0,7.0,1.0,
510,Mecklenburg,2.0,2,Black,3,7,4,28262,6,2.0,8.0,,,1,7,7,3,7,5,3,5,6,3,6,4,7,2,5,3,3,3,4.0,8.0,,
3519,Catawba,,2,White,1,1,1,28601,3,,7.0,6.0,,2,4,5,3,3,6,2,3,5,4,6,4,7,2,1,4,4,7,4.0,8.0,6.0,
4074,Stanly,,2,White,1,3,1,28159,7,,2.0,4.0,,3,4,5,2,4,7,3,1,6,4,6,3,6,2,3,5,4,6,1.0,8.0,2.0,9.0
2686,York,,3,White,1,8,1,29715,1,,2.0,9.0,7.0,3,8,8,4,8,10,2,3,7,2,6,2,7,0,1,1,5,5,2.0,5.0,,
3076,Rowan,,3,White,1,-99,1,28138,6,2.0,5.0,3.0,4.0,2,6,5,2,4,7,3,2,3,1,7,3,6,5,1,4,2,7,3.0,2.0,,
3029,Rowan,,1,White,1,1,1,28144,1,,5.0,2.0,,3,2,1,5,3,7,1,2,5,3,7,2,6,1,3,4,4,6,7.0,4.0,,
1172,Union,,1,White,1,2,2,28103,2,,6.0,1.0,,2,4,3,3,4,4,4,1,6,4,6,2,7,3,1,4,4,9,9.0,4.0,,
783,Mecklenburg,1.0,2,White,1,6,2,28282,1,,2.0,3.0,1.0,2,8,7,2,6,6,3,4,4,0,6,2,7,1,3,3,5,6,2.0,9.0,,
2650,York,,4,White,1,2,1,29715,6,6.0,1.0,4.0,,1,9,9,3,9,8,3,2,3,2,6,5,7,1,1,4,1,9,8.0,6.0,,
150,Mecklenburg,1.0,2,White,1,6,1,28204,1,,1.0,4.0,,3,6,6,4,5,6,3,4,5,1,7,2,7,4,3,5,4,9,3.0,9.0,,
1038,Union,,3,White,1,5,3,28173,6,2.0,1.0,3.0,7.0,3,6,6,3,8,5,2,2,3,0,6,3,7,3,4,2,2,7,5.0,3.0,,
4620,Lancaster,,2,White,1,7,1,29714,2,,1.0,9.0,3.0,1,6,6,1,6,8,3,5,3,2,6,3,7,1,3,4,2,6,8.0,9.0,,
2225,Iredell,,5,White,1,3,2,28625,6,2.0,1.0,,,2,7,8,4,6,5,2,4,4,2,7,5,5,2,2,5,3,10,4.0,1.0,2.0,
4521,Lancaster,,5,Black,3,5,4,29717,1,,4.0,1.0,9.0,2,8,8,3,6,9,4,3,5,3,6,1,6,2,1,3,1,7,4.0,5.0,,
2112,Cabarrus,,2,White,1,7,1,28025,1,,5.0,7.0,1.0,3,9,9,2,7,9,3,5,5,0,5,1,7,3,5,4,5,10,1.0,9.0,8.0,2.0
3834,Cleveland,,2,White,1,1,1,28164,3,,5.0,1.0,2.0,3,7,7,4,5,5,1,5,6,2,7,3,7,1,2,4,2,6,6.0,2.0,7.0,
4681,Lancaster,,3,White,1,8,1,29717,3,,8.0,7.0,,3,8,9,4,6,8,4,5,3,1,7,3,6,4,5,5,4,7,8.0,4.0,3.0,
172,Mecklenburg,2.0,2,Hispanic,2,2,1,28262,2,,9.0,2.0,4.0,1,3,3,3,3,2,3,1,4,3,6,3,6,3,3,3,2,9,4.0,6.0,7.0,
4511,Chester,,3,White,1,5,3,29727,6,2.0,5.0,7.0,,2,6,6,3,7,6,2,4,7,3,6,2,7,3,2,5,3,6,1.0,4.0,,
180,Mecklenburg,2.0,4,White,1,4,2,28214,1,,4.0,5.0,,1,9,9,3,9,8,3,5,3,1,6,3,6,1,3,3,4,7,4.0,6.0,1.0,
826,Mecklenburg,1.0,3,Black,3,1,1,28212,6,4.0,2.0,9.0,1.0,3,6,7,2,6,6,1,3,7,0,6,4,7,3,3,4,4,10,1.0,10.0,6.0,
4441,Chester,,4,White,1,3,1,29728,1,,3.0,,,3,7,7,3,6,8,4,1,4,3,7,3,7,6,2,4,5,5,8.0,7.0,1.0,5.0
4079,Stanly,,2,White,1,6,3,28127,1,,9.0,5.0,3.0,1,5,6,2,3,4,2,3,5,2,7,1,7,1,3,4,3,6,7.0,9.0,6.0,
1875,Cabarrus,,2,White,1,4,1,28027,6,2.0,9.0,2.0,4.0,3,5,4,2,7,3,2,4,6,2,7,1,6,3,3,4,4,7,2.0,4.0,,
2933,Rowan,,4,Other,5,4,1,28144,2,,1.0,3.0,4.0,1,7,8,3,7,6,3,1,4,1,7,2,6,2,2,5,3,8,7.0,2.0,4.0,
3804,Cleveland,,2,White,1,6,3,28090,6,3.0,9.0,4.0,1.0,3,4,4,4,5,3,2,3,1,0,6,4,7,4,1,4,3,5,3.0,4.0,,
4806,Anson,,3,White,1,6,4,28109,1,,3.0,6.0,8.0,3,4,4,4,5,4,3,5,4,1,6,3,6,2,2,5,4,4,3.0,10.0,4.0,1.0
747,Mecklenburg,2.0,2,Black,3,2,1,28203,1,,9.0,,,3,7,7,3,6,6,1,1,3,1,6,2,7,4,3,3,3,6,6.0,1.0,,
2588,York,,1,White,1,3,1,29745,2,,6.0,,,2,7,7,3,6,6,3,3,3,1,6,2,6,1,4,4,3,7,2.0,3.0,,
4142,Stanly,,5,Black,3,4,4,28128,1,,8.0,,,2,3,3,3,3,4,1,3,5,0,4,0,7,3,2,4,3,6,3.0,,,
2849,York,,2,White,1,6,1,29715,1,,3.0,9.0,,2,2,2,3,1,4,3,4,4,4,4,1,5,1,4,5,3,5,4.0,10.0,,
1904,Cabarrus,,5,White,1,4,4,28081,1,,7.0,6.0,4.0,2,7,8,3,5,8,1,2,4,1,7,2,5,3,1,5,4,7,6.0,4.0,,
2805,York,,5,White,1,6,1,29710,1,,7.0,3.0,6.0,1,8,8,3,9,8,2,4,5,3,7,1,7,1,1,5,1,7,7.0,8.0,10.0,
4739,Lancaster,,4,Black,3,2,1,29720,1,,8.0,1.0,6.0,4,4,5,3,3,4,2,2,6,1,5,2,7,2,2,4,4,7,1.0,6.0,,
3529,Catawba,,3,Black,3,1,1,28602,6,3.0,2.0,9.0,3.0,2,3,2,2,1,5,3,2,3,1,3,1,7,3,2,4,5,8,2.0,,,
4051,Stanly,,3,White,1,1,4,28001,2,,1.0,5.0,,1,5,5,5,5,8,3,2,6,2,6,4,7,3,3,5,3,9,3.0,4.0,1.0,
2237,Iredell,,5,White,1,1,4,28115,6,2.0,3.0,5.0,8.0,4,6,6,2,7,8,2,1,4,3,7,3,7,3,4,4,1,9,9.0,2.0,,
3907,Cleveland,,2,White,1,7,1,28090,1,,5.0,7.0,4.0,2,6,5,2,5,5,2,3,7,4,6,3,7,3,1,4,5,6,7.0,1.0,4.0,
182,Mecklenburg,2.0,3,Asian,4,2,4,28211,6,2.0,1.0,9.0,,4,3,4,4,3,4,2,3,4,1,6,4,6,4,5,5,2,9,1.0,2.0,,
547,Mecklenburg,1.0,3,White,1,6,1,28226,1,,2.0,1.0,,2,7,7,3,6,7,3,2,6,3,7,4,7,3,3,4,3,9,9.0,10.0,,
1362,Union,,3,White,1,1,1,28104,1,,5.0,2.0,1.0,1,5,6,2,6,5,1,1,4,1,5,2,7,3,3,3,2,9,4.0,1.0,,
3012,Rowan,,3,White,1,5,1,28138,1,,4.0,5.0,,3,4,4,4,4,8,3,4,4,2,6,2,6,3,2,4,5,8,1.0,2.0,6.0,8.0
2384,Iredell,,2,White,1,8,1,28677,2,,2.0,7.0,,2,8,9,4,8,10,3,3,4,1,6,2,6,1,2,4,4,7,7.0,2.0,,
3557,Catawba,,3,White,1,7,1,28602,6,5.0,2.0,4.0,3.0,3,6,5,3,7,5,1,3,4,1,6,2,6,1,3,5,4,5,4.0,6.0,9.0,
4516,Lancaster,,4,Hispanic,2,5,1,29717,2,,9.0,,,2,4,4,3,6,5,2,1,4,2,5,0,7,3,3,5,5,5,8.0,4.0,2.0,9.0
2692,York,,2,White,1,4,1,29715,6,5.0,2.0,,,2,6,7,2,5,5,3,5,5,2,6,1,6,3,3,2,5,8,6.0,5.0,7.0,
3003,Rowan,,5,Black,3,2,2,28147,6,3.0,8.0,7.0,,4,5,6,3,6,8,3,1,5,2,4,1,6,4,3,3,5,9,6.0,9.0,5.0,
988,Mecklenburg,2.0,4,Black,3,4,1,28210,1,,5.0,3.0,9.0,3,5,6,3,5,5,1,1,5,4,6,0,7,5,3,2,4,7,1.0,7.0,2.0,
1413,Gaston,,4,White,1,7,1,28092,1,,1.0,,,1,5,5,1,5,7,3,5,5,2,6,3,7,4,3,5,2,4,7.0,,,
277,Mecklenburg,2.0,3,White,1,6,1,28217,6,1.0,9.0,4.0,7.0,2,7,7,2,8,6,3,4,5,3,7,3,7,5,1,5,3,9,4.0,8.0,3.0,
4583,Lancaster,,4,White,1,7,1,29707,1,,8.0,3.0,7.0,1,9,10,2,9,9,1,3,5,2,7,4,6,3,4,4,4,7,3.0,1.0,,
67,Mecklenburg,1.0,1,Asian,4,4,3,28277,6,2.0,4.0,,,1,4,5,3,5,6,2,2,6,3,6,1,6,4,4,5,3,10,10.0,2.0,,
1039,Union,,4,Black,3,3,1,28173,6,3.0,1.0,5.0,,3,5,5,4,5,8,3,1,4,2,7,5,7,0,2,5,5,9,7.0,1.0,,
1530,Gaston,,1,White,1,6,1,28054,6,2.0,1.0,,,4,8,8,2,7,8,3,4,2,1,6,4,7,1,1,5,4,7,4.0,3.0,,
1585,Gaston,,5,White,1,5,4,28086,6,5.0,9.0,,,3,7,6,4,9,7,3,3,4,0,6,2,7,4,2,4,4,8,2.0,9.0,,
2604,York,,5,White,1,3,1,29730,6,2.0,2.0,,,4,4,4,4,2,5,3,2,5,2,7,2,7,4,3,5,3,5,5.0,7.0,,
3176,Rowan,,2,Hispanic,2,7,2,28144,6,3.0,7.0,5.0,9.0,1,7,6,2,7,7,3,5,3,2,6,4,6,2,3,5,3,3,7.0,9.0,8.0,4.0
1926,Cabarrus,,2,Black,3,3,2,28083,2,,4.0,7.0,,2,5,4,5,3,7,2,2,4,0,4,3,5,0,5,5,4,8,9.0,6.0,8.0,
1600,Gaston,,4,Black,3,1,3,28056,1,,2.0,4.0,9.0,1,4,5,3,2,3,1,3,5,2,5,1,7,0,4,5,4,7,2.0,6.0,10.0,
4328,Chester,,2,White,1,6,2,29706,6,2.0,2.0,7.0,1.0,3,3,3,3,2,4,3,3,4,0,6,3,5,0,3,4,5,5,9.0,,,
2270,Iredell,,5,White,1,3,1,28115,6,3.0,2.0,1.0,,3,6,7,3,7,5,2,3,4,2,6,2,7,3,4,5,3,7,1.0,3.0,9.0,6.0
3198,Lincoln,,1,White,1,-98,2,28080,3,,7.0,4.0,1.0,2,8,9,4,8,6,3,1,4,2,7,3,6,4,2,4,3,2,8.0,1.0,,
3320,Lincoln,,2,White,1,7,1,28080,3,,3.0,5.0,2.0,3,6,6,3,5,8,2,5,7,2,7,1,7,1,3,5,4,8,5.0,10.0,,
2229,Iredell,,5,White,1,6,4,28677,2,,4.0,6.0,,3,7,7,3,7,5,1,1,4,0,5,2,7,2,3,4,3,4,1.0,3.0,,
3679,Catawba,,3,White,1,5,4,28601,6,3.0,3.0,2.0,1.0,1,5,6,3,6,6,2,3,3,3,6,1,7,3,2,4,2,7,7.0,4.0,,
278,Mecklenburg,1.0,4,White,1,8,1,28269,1,,7.0,2.0,,2,6,6,3,6,5,1,2,6,4,7,4,6,3,3,3,4,6,4.0,1.0,5.0,
1478,Gaston,,2,Hispanic,2,4,3,28056,6,2.0,4.0,,,1,2,2,2,0,4,1,3,3,2,7,3,7,2,2,3,4,5,2.0,,,
2145,Iredell,,3,Black,3,3,1,28677,6,2.0,8.0,,,3,4,4,3,5,5,2,1,4,1,5,3,7,4,1,5,4,3,2.0,9.0,,
351,Mecklenburg,2.0,3,White,1,4,1,28282,1,,2.0,4.0,6.0,2,4,4,3,4,4,3,1,4,2,5,1,7,2,2,3,4,8,1.0,,,
2738,York,,3,White,1,5,1,29730,7,,8.0,1.0,5.0,3,9,9,1,8,9,2,2,4,1,6,4,5,0,2,5,4,7,1.0,3.0,9.0,6.0
4614,Lancaster,,4,White,1,6,2,29717,7,,2.0,9.0,,3,3,3,3,4,3,2,2,5,2,7,1,6,3,2,4,3,6,4.0,6.0,7.0,
4987,Anson,,3,Black,3,4,1,28170,6,3.0,5.0,2.0,6.0,2,5,6,3,5,4,2,1,6,2,6,1,7,5,1,5,4,4,2.0,7.0,,
1707,Gaston,,3,Black,3,3,1,28052,2,,9.0,6.0,3.0,4,4,5,2,3,2,3,2,6,2,5,4,6,4,2,5,3,4,9.0,3.0,,
2338,Iredell,,2,Black,3,6,1,28117,2,,1.0,5.0,8.0,2,9,10,4,9,7,4,4,5,2,5,0,7,4,1,5,2,7,3.0,,,
986,Mecklenburg,2.0,4,Black,3,3,4,28213,6,5.0,1.0,5.0,6.0,1,5,6,1,5,4,2,4,5,3,6,0,7,1,5,5,1,6,9.0,4.0,1.0,
1446,Gaston,,2,White,1,3,1,28054,1,,7.0,2.0,3.0,2,3,3,1,5,6,3,1,6,2,7,1,7,4,3,4,4,3,4.0,,,
2519,York,,4,White,1,8,4,29710,1,,5.0,9.0,1.0,2,6,5,4,5,9,4,5,5,1,4,1,4,2,1,5,4,9,5.0,1.0,2.0,
7,Mecklenburg,1.0,2,White,1,6,1,28204,6,3.0,2.0,9.0,,1,4,4,4,4,8,3,5,5,2,5,0,7,2,5,5,1,7,9.0,,,
3411,Lincoln,,3,White,1,6,1,28092,6,2.0,1.0,3.0,6.0,1,8,8,3,8,9,3,2,3,2,6,4,6,5,1,5,4,8,6.0,,,
1194,Union,,4,Black,3,8,1,28110,1,,2.0,4.0,,3,6,5,5,5,5,1,5,4,3,6,2,5,3,1,5,4,5,3.0,9.0,,
589,Mecklenburg,1.0,2,White,1,6,4,28270,1,,3.0,6.0,2.0,4,4,3,5,4,5,1,3,6,0,6,5,7,2,5,4,4,6,4.0,3.0,6.0,
4035,Cleveland,,1,White,1,3,1,28164,6,5.0,4.0,2.0,,2,9,10,2,10,7,4,2,5,1,6,4,5,1,2,4,2,9,6.0,9.0,4.0,
991,Mecklenburg,1.0,2,White,1,4,1,28209,6,2.0,9.0,2.0,,1,7,7,3,7,5,3,3,7,5,7,4,7,4,3,4,3,7,2.0,9.0,1.0,
2356,Iredell,,3,Asian,4,2,2,28117,2,,3.0,9.0,7.0,3,4,5,1,3,5,3,3,5,3,7,0,5,2,2,5,4,10,9.0,1.0,,
2111,Cabarrus,,4,White,1,5,1,28083,1,,4.0,2.0,1.0,3,7,8,3,9,7,3,2,3,2,3,2,7,5,3,3,4,7,6.0,2.0,4.0,
2589,York,,1,White,1,3,2,29710,6,2.0,4.0,,,2,3,3,1,4,4,3,1,4,1,7,2,7,2,3,4,4,8,9.0,2.0,3.0,5.0
68,Mecklenburg,2.0,4,White,1,4,1,28226,1,,2.0,3.0,5.0,1,3,2,2,3,5,3,3,6,0,7,4,6,2,4,4,4,8,7.0,2.0,9.0,6.0
2196,Iredell,,2,White,1,5,1,28687,1,,1.0,3.0,,2,4,4,4,3,5,1,3,3,1,7,3,7,5,3,5,3,5,5.0,7.0,,
4860,Anson,,3,White,1,3,1,28170,3,,9.0,2.0,7.0,4,8,8,4,7,7,3,1,2,2,7,2,6,1,1,4,4,3,1.0,9.0,5.0,6.0
2048,Cabarrus,,5,White,1,5,4,28075,2,,1.0,7.0,,2,10,10,4,9,9,2,5,5,0,7,3,6,5,2,5,3,5,9.0,2.0,1.0,5.0
3536,Catawba,,2,White,1,7,2,28602,3,,6.0,4.0,,3,5,6,1,7,7,3,4,6,1,6,2,7,1,5,5,4,4,7.0,6.0,1.0,
4805,Anson,,3,Black,3,7,2,28170,6,2.0,5.0,6.0,,1,7,8,3,6,7,1,5,6,6,7,3,7,3,2,4,5,4,4.0,2.0,7.0,8.0
1873,Cabarrus,,1,White,1,6,2,28081,2,,6.0,3.0,,2,9,8,4,9,8,3,3,4,1,7,2,6,2,4,3,3,9,1.0,9.0,3.0,2.0
2552,York,,1,White,1,2,3,29730,6,2.0,2.0,7.0,6.0,1,5,5,3,5,6,3,2,4,2,6,5,7,3,3,5,4,4,7.0,4.0,5.0,9.0
4127,Stanly,,2,Hispanic,2,3,1,28159,6,2.0,3.0,5.0,4.0,1,5,5,3,3,8,3,4,4,2,6,3,7,2,1,4,2,8,4.0,9.0,6.0,
3497,Catawba,,1,White,1,-99,1,28601,6,4.0,3.0,1.0,4.0,1,8,8,2,9,6,3,4,6,2,7,2,6,3,4,4,2,5,6.0,7.0,9.0,2.0
977,Mecklenburg,2.0,3,Black,3,-98,1,28215,1,,5.0,4.0,,2,8,9,3,8,8,1,3,2,1,6,3,4,2,3,4,4,10,1.0,,,
196,Mecklenburg,1.0,3,Black,3,4,1,28212,6,2.0,4.0,3.0,1.0,2,5,5,4,5,6,2,3,6,2,6,2,7,4,2,5,2,8,3.0,9.0,,
4732,Lancaster,,3,White,1,7,1,29714,6,2.0,5.0,,,2,3,3,2,1,3,1,5,7,2,6,4,7,1,2,3,4,3,4.0,7.0,6.0,
1234,Union,,2,White,1,6,1,28104,2,,3.0,4.0,5.0,2,5,5,3,6,5,2,1,5,1,6,4,6,0,4,4,3,8,4.0,5.0,3.0,
974,Mecklenburg,2.0,2,White,1,4,1,28216,3,,1.0,5.0,,3,6,6,3,6,6,3,3,4,2,6,4,7,3,4,3,3,7,4.0,7.0,8.0,
1181,Union,,3,White,1,3,2,28104,1,,4.0,,,1,4,5,3,4,3,1,3,5,2,6,2,5,1,2,4,5,8,1.0,3.0,,
456,Mecklenburg,2.0,5,White,1,8,4,28205,1,,1.0,3.0,6.0,1,7,8,4,7,6,1,5,5,1,7,2,6,1,4,3,3,10,10.0,8.0,2.0,
4900,Anson,,1,Black,3,-99,2,28109,2,,2.0,5.0,7.0,2,9,10,3,10,6,3,4,4,1,6,3,7,1,2,4,2,4,2.0,3.0,5.0,
2162,Iredell,,5,White,1,5,1,28677,1,,2.0,4.0,,4,7,8,3,8,9,3,2,6,1,7,3,5,0,1,4,4,3,1.0,6.0,,
2494,York,,3,Black,3,4,1,29710,1,,7.0,2.0,,1,4,4,2,4,2,1,3,3,2,6,1,6,3,2,5,3,8,9.0,6.0,8.0,2.0
3663,Catawba,,3,Hispanic,2,4,2,28610,2,,8.0,1.0,,1,4,3,2,4,4,1,1,5,2,7,4,7,5,1,4,4,6,8.0,1.0,,
4280,Stanly,,3,White,1,5,1,28159,6,1.0,2.0,1.0,4.0,1,8,9,1,7,4,3,3,1,1,7,1,7,3,2,5,4,6,9.0,5.0,7.0,1.0
613,Mecklenburg,1.0,1,Black,3,4,2,28282,6,3.0,8.0,2.0,4.0,2,6,6,3,6,9,3,4,2,0,6,0,6,3,3,5,5,7,10.0,9.0,2.0,
884,Mecklenburg,1.0,1,White,1,4,4,28210,7,,2.0,9.0,,3,7,6,3,7,9,3,3,5,3,5,3,6,3,3,4,1,9,3.0,4.0,8.0,
3359,Lincoln,,3,White,1,4,1,28080,2,,7.0,2.0,4.0,4,7,6,2,7,9,2,3,4,1,7,5,7,1,2,4,3,4,3.0,9.0,7.0,2.0
78,Mecklenburg,2.0,2,White,1,5,1,28226,3,,7.0,1.0,8.0,3,6,6,3,8,6,3,4,3,2,6,3,6,3,3,4,4,7,7.0,10.0,4.0,
325,Mecklenburg,2.0,5,Black,3,3,3,28278,6,2.0,9.0,,,2,9,10,2,8,10,2,2,4,2,7,4,6,4,2,4,2,9,2.0,,,
4114,Stanly,,3,Asian,4,7,1,28159,6,2.0,4.0,,,3,6,6,5,6,5,3,4,4,1,6,4,7,4,3,4,4,7,5.0,1.0,4.0,
2521,York,,2,Hispanic,2,2,3,29732,1,,3.0,,,3,1,2,3,1,4,3,2,5,2,5,1,6,2,2,4,3,9,2.0,1.0,10.0,
1838,Cabarrus,,4,Black,3,2,2,28083,2,,3.0,4.0,,1,5,6,2,6,6,1,1,5,3,7,3,7,0,3,5,4,5,2.0,,,
3160,Rowan,,2,Hispanic,2,4,1,28138,6,2.0,1.0,8.0,,2,6,6,3,7,6,1,3,5,1,4,1,7,3,1,5,3,8,4.0,9.0,6.0,
2890,Rowan,,3,White,1,7,1,28023,1,,9.0,,,2,8,8,4,8,6,1,5,5,2,6,3,7,4,1,5,4,7,2.0,1.0,,
4593,Lancaster,,4,White,1,4,2,29720,1,,4.0,2.0,1.0,1,5,6,3,4,6,2,2,6,5,6,3,6,4,2,5,4,8,1.0,6.0,5.0,
